record_id,Timestamp,Location,Latitude,Longitude,Day_of_Week,Hour_of_Day,Incident_Congestion,Weather_Condition,Road_Condition,Vehicle_Type,Vehicle_Damage,Accident_Severity,Accident_Reason,Driver_Violation,Number_of_Deaths,Number_of_Injuries,Summary_Road_Name,Daily_Traffic_Volume,Daily_Average_Speed,Daily_Congestion_Level,Daily_Incident_Reports,Daily_Public_Transport_Usage,Daily_Parking_Usage
13960,7/27/2023 20:24,HSR Layout,12.882813,77.704888,Thursday,20,Very Heavy,Foggy,Dry,Bus,Moderate,Minor,Drunk Driving,Jumping Signal,0,1,Outer Ring Road,28725,30.13,45.53,1,36.3,55.07
13961,4/22/2023 9:55,Jayanagar,13.092861,77.592158,Saturday,9,Heavy,Foggy,Dry,Truck,Moderate,Minor,Ignoring Signal,Jumping Signal,0,2,4th Block Complex,54850,7.5,91.12,0,73.12,65.78
13962,11/6/2023 22:25,Jayanagar,13.046834,77.512972,Monday,22,Moderate,Raining,Dry,Truck,None,No Injury,Speeding,Jumping Signal,0,0,South End Circle,23250,38.6,37.41,0,31.17,87.37
13963,8/1/2023 10:41,Jayanagar,12.971256,77.630122,Tuesday,10,Heavy,Foggy,Wet,Motorcycle,Minor,Minor,Speeding,No Helmet,0,2,4th Block Complex,49286,6.47,74.48,4,37.93,57.93
13964,12/23/2023 22:28,HSR Layout,12.887064,77.552811,Saturday,22,Moderate,Raining,Potholes,Truck,Moderate,Serious,Speeding,None,0,2,Outer Ring Road,20690,39.14,30,0,69.78,96.35
13965,7/24/2023 1:19,Whitefield,13.0811,77.641725,Monday,1,Light,Overcast,Dry,Car,Moderate,Serious,Speeding,None,0,4,ITPL Main Road,5932,50.99,30,0,57.54,94.26
13966,6/4/2023 10:53,Indiranagar,13.058816,77.591745,Sunday,10,Heavy,Clear,Wet,Truck,Moderate,Minor,Drunk Driving,No Helmet,0,2,CMH Road,57823,14.63,93.54,0,64.66,65.18
13967,9/27/2023 16:55,HSR Layout,13.104829,77.476843,Wednesday,16,Moderate,Raining,Wet,Truck,Severe,Fatal,Ignoring Signal,Jumping Signal,2,0,27th Main Road,58298,7.61,96.83,0,81.4,89.56
13968,8/9/2023 21:36,Koramangala,13.010547,77.579562,Wednesday,21,Light,Foggy,Dry,Truck,Moderate,Minor,Ignoring Signal,None,0,1,Sony World Junction,57551,6.08,92.75,1,47.51,79.12
13969,12/30/2023 4:54,HSR Layout,12.835884,77.682226,Saturday,4,Light,Clear,Under Construction,Auto Rickshaw,Moderate,Minor,Drunk Driving,Overspeeding,0,1,Outer Ring Road,14911,46.29,30,3,48.63,61.16
13970,1/7/2023 20:08,HSR Layout,12.909507,77.7097,Saturday,20,Very Heavy,Cloudy,Under Construction,Auto Rickshaw,Minor,Minor,Speeding,Overspeeding,0,1,27th Main Road,54094,11.28,88.43,0,61.92,90.21
13971,2/13/2023 9:25,Whitefield,13.105352,77.735642,Monday,9,Heavy,Overcast,Dry,Car,Severe,Serious,Distracted Driving,Jumping Signal,0,2,ITPL Main Road,28814,31.64,51.49,0,75.11,75.84
13972,2/27/2023 0:06,Whitefield,13.086538,77.490631,Monday,0,Moderate,Raining,Wet,Motorcycle,Severe,Serious,Ignoring Signal,None,0,1,ITPL Main Road,56544,13.21,88.56,0,51.84,63.54
13973,5/13/2023 23:29,Indiranagar,13.049585,77.683214,Saturday,23,Light,Cloudy,Under Construction,Motorcycle,Severe,Serious,Ignoring Signal,Jumping Signal,0,1,CMH Road,53661,14.77,83.21,0,56.9,94.53
13974,5/17/2023 23:50,HSR Layout,13.057935,77.684752,Wednesday,23,Light,Clear,Dry,Motorcycle,None,No Injury,Drunk Driving,No Helmet,0,0,27th Main Road,35238,21.86,49.68,0,79.56,68.24
13975,9/19/2023 16:26,Whitefield,12.99327,77.530464,Tuesday,16,Moderate,Foggy,Under Construction,Truck,Severe,Serious,Distracted Driving,None,0,4,ITPL Main Road,12241,49.64,30,0,36.99,82.98
13976,4/30/2023 17:29,Indiranagar,12.993856,77.488005,Sunday,17,Very Heavy,Overcast,Potholes,Motorcycle,Minor,Minor,Speeding,None,0,1,CMH Road,27659,32.13,42.76,3,78.12,83.87
13977,11/30/2023 11:44,Koramangala,13.088736,77.675713,Thursday,11,Very Heavy,Cloudy,Wet,Bicycle,Moderate,Minor,Speeding,No Helmet,0,2,80 Feet Road,51094,11.76,76.62,0,73.46,88
13978,11/28/2023 3:05,Jayanagar,13.050975,77.60003,Tuesday,3,Moderate,Overcast,Wet,Truck,Moderate,Minor,Speeding,Jumping Signal,0,1,4th Block Complex,43291,17.84,69.74,0,55.1,61.27
13979,3/14/2023 13:56,Koramangala,13.086821,77.66574,Tuesday,13,Moderate,Overcast,Under Construction,Bicycle,Minor,Minor,Distracted Driving,No Helmet,0,1,80 Feet Road,51274,10.63,87.48,0,41.73,82.32
13980,12/24/2023 4:57,HSR Layout,13.056966,77.635596,Sunday,4,Light,Raining,Wet,Auto Rickshaw,Severe,Serious,Drunk Driving,No Helmet,0,3,Outer Ring Road,34458,25.93,54.59,0,62.82,77.69
13981,5/15/2023 15:28,Whitefield,13.065896,77.583602,Monday,15,Moderate,Foggy,Potholes,Bus,Severe,Serious,Ignoring Signal,No Helmet,0,3,ITPL Main Road,54538,7.57,83.89,0,31.38,78.63
13982,12/26/2023 16:59,HSR Layout,13.042809,77.730207,Tuesday,16,Light,Foggy,Dry,Motorcycle,Moderate,Serious,Drunk Driving,No Helmet,0,1,Outer Ring Road,39577,20.14,59.37,0,30.91,67.85
13983,9/18/2023 4:51,Whitefield,13.088553,77.589137,Monday,4,Light,Foggy,Wet,Car,Moderate,Serious,Ignoring Signal,Jumping Signal,0,4,Marathahalli Bridge,41553,18.86,70.26,0,83.75,90.99
13984,7/2/2023 15:34,HSR Layout,12.836213,77.6849,Sunday,15,Moderate,Clear,Dry,Bus,Minor,Minor,Ignoring Signal,No Helmet,0,1,27th Main Road,37983,21.3,53.69,1,67.69,56.62
13985,9/28/2023 5:35,Whitefield,12.944489,77.604684,Thursday,5,Light,Haze,Dry,Car,None,No Injury,Drunk Driving,Jumping Signal,0,0,Marathahalli Bridge,51647,12.1,87.09,3,43.57,71.96
13986,12/29/2023 12:52,Whitefield,12.882269,77.521827,Friday,12,Moderate,Raining,Potholes,Auto Rickshaw,Minor,Minor,Distracted Driving,Overspeeding,0,1,Marathahalli Bridge,46570,8.84,80.21,0,30.51,50.36
13987,1/13/2023 21:24,Koramangala,12.964877,77.627476,Friday,21,Light,Clear,Wet,Bus,Moderate,Serious,Distracted Driving,Jumping Signal,0,1,Sony World Junction,53765,12.82,81.74,0,59.07,89.67
13988,7/11/2023 12:38,Koramangala,13.063556,77.558819,Tuesday,12,Moderate,Clear,Wet,Auto Rickshaw,None,No Injury,Drunk Driving,Overspeeding,0,0,80 Feet Road,56283,14.37,83.99,0,69.67,62.24
13989,11/16/2023 18:36,Indiranagar,12.829118,77.61084,Thursday,18,Heavy,Foggy,Potholes,Auto Rickshaw,Moderate,Serious,Ignoring Signal,Overspeeding,0,1,100 Feet Road,40838,20.94,67.06,0,49.09,73.67
13990,12/19/2023 14:45,HSR Layout,13.045526,77.46251,Tuesday,14,Light,Haze,Potholes,Auto Rickshaw,Moderate,Minor,Drunk Driving,None,0,1,Outer Ring Road,19900,41.02,37.43,0,51.17,50.29
13991,10/26/2023 15:49,Indiranagar,12.94081,77.704219,Thursday,15,Light,Haze,Wet,Truck,Moderate,Minor,Drunk Driving,Jumping Signal,0,2,CMH Road,36255,23.25,62.33,0,65.88,97.11
13992,12/13/2023 14:23,Koramangala,12.847468,77.512947,Wednesday,14,Light,Overcast,Potholes,Auto Rickshaw,Moderate,Serious,Drunk Driving,Overspeeding,0,4,Sony World Junction,9884,53.75,30,0,51.27,67.69
13993,11/25/2023 9:36,Koramangala,13.003952,77.716306,Saturday,9,Heavy,Haze,Potholes,Bus,Moderate,Minor,Drunk Driving,Overspeeding,0,1,Sony World Junction,35701,19.85,55.25,0,36.13,56.46
13994,1/23/2023 13:15,HSR Layout,13.070551,77.501272,Monday,13,Moderate,Raining,Potholes,Truck,Minor,Minor,Drunk Driving,Overspeeding,0,1,Outer Ring Road,24614,37.27,35.92,1,84.14,79.97
13995,2/13/2023 15:36,Koramangala,12.873244,77.460287,Monday,15,Moderate,Haze,Dry,Bus,Minor,Minor,Speeding,Overspeeding,0,2,80 Feet Road,36831,24.33,62.99,0,42.22,62.73
13996,2/18/2023 5:57,Indiranagar,13.003102,77.444642,Saturday,5,Moderate,Clear,Under Construction,Bus,Minor,Minor,Ignoring Signal,Overspeeding,0,2,100 Feet Road,24103,36.45,42.5,0,84.8,53.15
13997,9/7/2023 10:22,HSR Layout,12.869358,77.743135,Thursday,10,Heavy,Foggy,Potholes,Truck,Severe,Serious,Drunk Driving,None,0,3,27th Main Road,36935,24.81,59,0,78.12,55.56
13998,3/19/2023 1:53,HSR Layout,12.954512,77.68702,Sunday,1,Moderate,Haze,Under Construction,Motorcycle,Minor,Minor,Distracted Driving,None,0,1,Outer Ring Road,59665,11.89,95.89,0,33.58,92.31
13999,6/20/2023 18:47,Jayanagar,12.892902,77.539627,Tuesday,18,Very Heavy,Overcast,Under Construction,Auto Rickshaw,Severe,Serious,Speeding,Jumping Signal,0,3,South End Circle,18375,46.58,30,0,67.99,56.96
14000,11/23/2023 13:46,Jayanagar,12.870603,77.734083,Thursday,13,Moderate,Haze,Wet,Auto Rickshaw,None,No Injury,Drunk Driving,None,0,0,4th Block Complex,11996,43.89,30,0,74.71,87.92
14001,2/5/2023 1:30,Koramangala,13.109087,77.454379,Sunday,1,Light,Foggy,Under Construction,Motorcycle,Severe,Serious,Ignoring Signal,No Helmet,0,3,Sony World Junction,53531,14.7,92.63,0,64.36,85.31
14002,2/7/2023 5:29,Jayanagar,12.959579,77.549212,Tuesday,5,Light,Cloudy,Under Construction,Auto Rickshaw,Minor,Minor,Distracted Driving,Jumping Signal,0,1,4th Block Complex,27882,33.15,48.76,0,58.97,68.3
14003,3/21/2023 14:03,Indiranagar,12.89693,77.598649,Tuesday,14,Light,Haze,Under Construction,Bicycle,Minor,Minor,Distracted Driving,No Helmet,0,2,CMH Road,24638,39.52,44.41,0,32.97,56.09
14004,10/13/2023 7:59,Whitefield,13.096504,77.533459,Friday,7,Moderate,Haze,Wet,Auto Rickshaw,Moderate,Minor,Speeding,Overspeeding,0,1,ITPL Main Road,55726,10.44,84.94,1,68.54,55.55
14005,10/15/2023 2:59,Indiranagar,13.104591,77.637994,Sunday,2,Light,Cloudy,Dry,Car,Moderate,Minor,Drunk Driving,No Helmet,0,2,CMH Road,40705,18.8,63.94,0,58.08,62.08
14006,7/14/2023 22:04,Whitefield,12.962924,77.596103,Friday,22,Light,Clear,Wet,Car,Moderate,Minor,Distracted Driving,No Helmet,0,2,Marathahalli Bridge,18646,39.36,32.08,0,45.31,55.48
14007,1/1/2023 22:34,Indiranagar,12.993823,77.72088,Sunday,22,Light,Clear,Under Construction,Bicycle,Moderate,Minor,Speeding,None,0,2,100 Feet Road,41002,23.06,71.91,1,80.35,90.14
14008,4/9/2023 8:16,Whitefield,13.048365,77.501633,Sunday,8,Heavy,Raining,Potholes,Bus,Minor,Minor,Ignoring Signal,No Helmet,0,1,ITPL Main Road,22047,35.34,31.5,0,54.73,88.46
14009,6/26/2023 4:54,Jayanagar,13.09582,77.546018,Monday,4,Moderate,Clear,Dry,Auto Rickshaw,Severe,Fatal,Ignoring Signal,No Helmet,1,2,4th Block Complex,13594,49.3,30,0,81.38,95.56
14010,4/1/2023 20:29,HSR Layout,13.041595,77.542084,Saturday,20,Very Heavy,Foggy,Under Construction,Motorcycle,Severe,Serious,Ignoring Signal,Jumping Signal,0,4,27th Main Road,59900,7.47,99.05,1,73.71,95.87
14011,1/14/2023 21:25,Whitefield,13.040056,77.681766,Saturday,21,Moderate,Overcast,Dry,Bus,Severe,Serious,Speeding,Overspeeding,0,4,Marathahalli Bridge,13645,47.18,30,0,52.89,57.56
14012,11/22/2023 17:45,Whitefield,13.070716,77.510498,Wednesday,17,Very Heavy,Raining,Dry,Truck,Severe,Serious,Drunk Driving,None,0,1,ITPL Main Road,23626,31.68,37.02,0,38.98,73.64
14013,4/24/2023 21:01,Indiranagar,13.083198,77.681719,Monday,21,Light,Haze,Dry,Car,None,No Injury,Ignoring Signal,No Helmet,0,0,CMH Road,15869,39.55,30,2,62.99,80.56
14014,1/25/2023 23:13,Koramangala,12.949728,77.713057,Wednesday,23,Moderate,Raining,Dry,Motorcycle,Moderate,Serious,Distracted Driving,None,0,3,80 Feet Road,28883,35.94,49.8,0,36.02,73.97
14015,6/28/2023 1:45,HSR Layout,13.078613,77.469971,Wednesday,1,Moderate,Cloudy,Under Construction,Bicycle,Moderate,Serious,Ignoring Signal,No Helmet,0,4,Outer Ring Road,20623,40.1,36.99,0,63.83,84.37
14016,2/20/2023 15:12,Indiranagar,13.012053,77.506341,Monday,15,Moderate,Foggy,Dry,Car,Severe,Fatal,Drunk Driving,Jumping Signal,2,1,100 Feet Road,20093,39.98,34.68,1,78.54,82.51
14017,11/16/2023 10:44,Whitefield,12.958858,77.583375,Thursday,10,Heavy,Overcast,Potholes,Truck,Minor,Minor,Distracted Driving,Overspeeding,0,2,ITPL Main Road,56204,11.27,98.51,0,55.89,84.5
14018,11/15/2023 21:58,HSR Layout,12.833471,77.714653,Wednesday,21,Light,Raining,Dry,Truck,None,No Injury,Drunk Driving,Overspeeding,0,0,27th Main Road,53297,6.46,87,1,63.21,60.45
14019,12/23/2023 2:01,HSR Layout,12.936508,77.453038,Saturday,2,Light,Haze,Dry,Bus,Severe,Serious,Speeding,No Helmet,0,4,Outer Ring Road,20690,39.14,30,0,69.78,96.35
14020,11/16/2023 16:12,Jayanagar,13.068283,77.565833,Thursday,16,Moderate,Overcast,Wet,Auto Rickshaw,Minor,Minor,Speeding,Overspeeding,0,2,South End Circle,54795,10.09,95.83,0,53.03,94.92
14021,1/24/2023 10:47,HSR Layout,12.922413,77.64551,Tuesday,10,Very Heavy,Cloudy,Wet,Motorcycle,None,No Injury,Drunk Driving,None,0,0,27th Main Road,16613,41.29,30,1,78.9,95.18
14022,8/26/2023 4:46,Indiranagar,12.922654,77.625559,Saturday,4,Moderate,Clear,Wet,Auto Rickshaw,Severe,Serious,Speeding,No Helmet,0,4,CMH Road,39039,24.6,69.1,0,41.93,79.17
14023,8/22/2023 17:29,Jayanagar,12.957412,77.484875,Tuesday,17,Very Heavy,Cloudy,Wet,Truck,Moderate,Minor,Speeding,None,0,2,4th Block Complex,9829,50.28,30,0,32.91,84.39
14024,6/10/2023 17:39,Indiranagar,12.928859,77.468591,Saturday,17,Heavy,Overcast,Dry,Bicycle,Minor,Minor,Speeding,Overspeeding,0,1,CMH Road,17463,37.78,30,0,36.52,82.11
14025,7/11/2023 15:24,HSR Layout,13.105899,77.487241,Tuesday,15,Moderate,Foggy,Wet,Auto Rickshaw,Moderate,Minor,Ignoring Signal,Jumping Signal,0,1,27th Main Road,42781,13.84,68.92,0,41.88,96.93
14026,12/27/2023 9:41,Jayanagar,13.112121,77.642985,Wednesday,9,Very Heavy,Foggy,Under Construction,Bicycle,Moderate,Minor,Drunk Driving,No Helmet,0,2,South End Circle,40702,15.93,63.22,0,31.84,88.71
14027,1/18/2023 11:57,Koramangala,13.002977,77.583346,Wednesday,11,Heavy,Raining,Under Construction,Car,Minor,Minor,Ignoring Signal,No Helmet,0,2,Sony World Junction,17746,37.45,31.23,3,54.28,66.53
14028,12/18/2023 5:26,Whitefield,13.060129,77.728971,Monday,5,Moderate,Clear,Wet,Auto Rickshaw,Severe,Serious,Ignoring Signal,Overspeeding,0,2,ITPL Main Road,6790,52.47,30,0,43.96,56.5
14029,8/4/2023 23:59,Indiranagar,13.079317,77.47681,Friday,23,Light,Clear,Potholes,Auto Rickshaw,Severe,Serious,Ignoring Signal,Jumping Signal,0,2,CMH Road,49721,13.72,80.32,0,32.79,59.32
14030,10/31/2023 19:05,Indiranagar,13.076481,77.63241,Tuesday,19,Heavy,Foggy,Dry,Auto Rickshaw,Minor,Minor,Drunk Driving,None,0,1,CMH Road,17478,44.17,33.35,0,66.16,57.44
14031,1/21/2023 6:04,Koramangala,12.836983,77.720328,Saturday,6,Light,Overcast,Wet,Car,Moderate,Serious,Distracted Driving,No Helmet,0,4,80 Feet Road,53776,8.37,89.97,0,34.38,52.12
14032,1/25/2023 11:40,Indiranagar,13.018682,77.58103,Wednesday,11,Very Heavy,Haze,Under Construction,Truck,Moderate,Minor,Distracted Driving,Overspeeding,0,1,CMH Road,5387,54.33,30,0,69.4,91.49
14033,12/22/2023 0:14,HSR Layout,12.971419,77.527954,Friday,0,Moderate,Foggy,Under Construction,Car,Minor,Minor,Distracted Driving,No Helmet,0,1,27th Main Road,20637,42.86,36.23,0,66.72,91.17
14034,10/20/2023 3:52,Koramangala,12.977197,77.742493,Friday,3,Moderate,Overcast,Under Construction,Motorcycle,Moderate,Minor,Drunk Driving,None,0,2,80 Feet Road,27364,33.48,47.69,0,79.87,66.4
14035,7/12/2023 22:17,Indiranagar,13.017193,77.654517,Wednesday,22,Moderate,Raining,Dry,Bicycle,None,No Injury,Ignoring Signal,Jumping Signal,0,0,CMH Road,40204,19.83,60.03,1,59.44,64.4
14036,12/14/2023 0:20,HSR Layout,13.057702,77.596499,Thursday,0,Moderate,Clear,Under Construction,Truck,Moderate,Serious,Ignoring Signal,None,0,3,27th Main Road,13758,41.36,30,0,80.5,85.38
14037,5/8/2023 19:57,Indiranagar,12.874346,77.567082,Monday,19,Heavy,Foggy,Potholes,Truck,Severe,Fatal,Speeding,Overspeeding,2,3,CMH Road,9323,49.45,30,0,52.16,83.66
14038,1/28/2023 17:21,Indiranagar,13.09019,77.468205,Saturday,17,Very Heavy,Foggy,Wet,Bus,Minor,Minor,Speeding,Overspeeding,0,2,100 Feet Road,52634,14.21,82.06,0,65.44,81.19
14039,8/1/2023 8:07,Whitefield,12.860122,77.453144,Tuesday,8,Very Heavy,Haze,Under Construction,Auto Rickshaw,Moderate,Serious,Drunk Driving,None,0,3,Marathahalli Bridge,30593,30.66,50.04,0,58.67,57.16
14040,7/15/2023 20:10,Indiranagar,13.023416,77.451708,Saturday,20,Very Heavy,Raining,Potholes,Car,None,No Injury,Distracted Driving,None,0,0,CMH Road,55458,10.19,88.89,0,71.26,54.14
14041,8/8/2023 20:31,Whitefield,13.078129,77.540108,Tuesday,20,Very Heavy,Cloudy,Wet,Truck,Moderate,Minor,Speeding,No Helmet,0,1,ITPL Main Road,50460,5.7,80.89,1,36.2,67.76
14042,8/31/2023 6:16,Jayanagar,13.116942,77.632867,Thursday,6,Moderate,Overcast,Dry,Truck,Moderate,Minor,Drunk Driving,Overspeeding,0,2,South End Circle,50491,14.65,74.7,0,56.58,76.63
14043,4/15/2023 11:57,Whitefield,12.954075,77.679354,Saturday,11,Heavy,Cloudy,Potholes,Motorcycle,Minor,Minor,Drunk Driving,Overspeeding,0,1,Marathahalli Bridge,12658,46.46,30,1,36.54,96.82
14044,12/27/2023 7:38,HSR Layout,13.109447,77.524153,Wednesday,7,Light,Raining,Dry,Car,Moderate,Minor,Distracted Driving,None,0,1,27th Main Road,44873,15.86,69.67,0,80.36,98.41
14045,6/16/2023 3:21,Indiranagar,13.11054,77.563371,Friday,3,Moderate,Raining,Wet,Bicycle,Moderate,Minor,Distracted Driving,Overspeeding,0,1,100 Feet Road,15964,42.96,31.34,2,56.02,70.63
14046,3/5/2023 16:17,Whitefield,13.076374,77.669299,Sunday,16,Light,Haze,Potholes,Bicycle,Severe,Serious,Drunk Driving,None,0,2,ITPL Main Road,12428,45.56,30,2,73.39,53.12
14047,4/23/2023 17:12,Jayanagar,12.922321,77.724386,Sunday,17,Very Heavy,Cloudy,Potholes,Bicycle,None,No Injury,Drunk Driving,Jumping Signal,0,0,South End Circle,36868,19.97,64.51,0,37.22,66.55
14048,9/12/2023 5:45,Koramangala,12.871855,77.654265,Tuesday,5,Moderate,Overcast,Under Construction,Auto Rickshaw,Severe,Fatal,Distracted Driving,None,2,2,80 Feet Road,27281,36.62,48.02,0,57.8,51.35
14049,9/16/2023 3:37,Whitefield,12.965414,77.532772,Saturday,3,Light,Clear,Dry,Bicycle,Severe,Serious,Ignoring Signal,None,0,3,Marathahalli Bridge,38090,21.81,61.9,0,76.76,68.51
14050,8/8/2023 23:08,Indiranagar,12.837557,77.486192,Tuesday,23,Moderate,Cloudy,Dry,Car,Moderate,Minor,Ignoring Signal,Overspeeding,0,2,100 Feet Road,8951,51.17,30,0,50.47,76.19
14051,4/20/2023 12:43,Koramangala,12.886883,77.588273,Thursday,12,Moderate,Cloudy,Wet,Bicycle,Minor,Minor,Ignoring Signal,None,0,1,80 Feet Road,40292,23.37,65.36,0,54.78,86.29
14052,7/9/2023 1:00,HSR Layout,13.064892,77.514098,Sunday,1,Light,Haze,Wet,Car,None,No Injury,Drunk Driving,None,0,0,27th Main Road,43537,13.83,76.14,1,39,75.29
14053,7/14/2023 10:55,Koramangala,12.934403,77.712284,Friday,10,Very Heavy,Clear,Under Construction,Truck,Moderate,Serious,Ignoring Signal,None,0,1,80 Feet Road,58204,13.72,91.57,0,31.89,82.99
14054,5/26/2023 15:45,Indiranagar,13.088535,77.555127,Friday,15,Light,Clear,Under Construction,Car,None,No Injury,Ignoring Signal,Overspeeding,0,0,100 Feet Road,21569,37.51,37,0,36.46,59.87
14055,5/17/2023 12:42,Jayanagar,12.841915,77.62815,Wednesday,12,Moderate,Cloudy,Dry,Truck,Minor,Minor,Ignoring Signal,Overspeeding,0,1,4th Block Complex,51830,13.21,88.2,0,66.84,57.19
14056,4/23/2023 19:12,HSR Layout,12.895385,77.595229,Sunday,19,Heavy,Overcast,Dry,Car,Severe,Fatal,Distracted Driving,No Helmet,1,0,27th Main Road,49629,8.24,75.21,0,55.13,93.78
14057,12/27/2023 13:56,Jayanagar,12.833667,77.513043,Wednesday,13,Moderate,Foggy,Dry,Bus,Moderate,Serious,Speeding,Overspeeding,0,2,South End Circle,40702,15.93,63.22,0,31.84,88.71
14058,2/6/2023 14:56,Whitefield,12.871443,77.715761,Monday,14,Light,Clear,Potholes,Auto Rickshaw,Severe,Serious,Ignoring Signal,None,0,3,Marathahalli Bridge,21497,34.54,30,0,78.11,72.65
14059,8/13/2023 19:02,Indiranagar,13.050744,77.707805,Sunday,19,Heavy,Raining,Wet,Car,Moderate,Minor,Speeding,No Helmet,0,1,CMH Road,58753,8.35,91.09,1,59.34,69.68
14060,10/2/2023 17:05,Indiranagar,12.853794,77.536883,Monday,17,Very Heavy,Haze,Wet,Truck,Severe,Serious,Speeding,No Helmet,0,4,100 Feet Road,30337,30.4,46.97,0,77.27,73.68
14061,7/11/2023 9:52,Indiranagar,13.002837,77.60044,Tuesday,9,Heavy,Foggy,Dry,Car,Minor,Minor,Drunk Driving,None,0,1,CMH Road,40294,19.96,67.39,0,32.52,71.48
14062,10/17/2023 23:13,Whitefield,12.947237,77.698013,Tuesday,23,Light,Overcast,Wet,Bicycle,Moderate,Minor,Ignoring Signal,Jumping Signal,0,2,ITPL Main Road,17580,45.87,33.71,0,41.09,69.44
14063,7/6/2023 17:16,Indiranagar,13.015538,77.658502,Thursday,17,Very Heavy,Foggy,Under Construction,Car,Minor,Minor,Drunk Driving,None,0,2,CMH Road,57526,7.03,99.51,3,34.22,91.46
14064,11/14/2023 17:40,HSR Layout,13.032789,77.563247,Tuesday,17,Very Heavy,Foggy,Under Construction,Motorcycle,Moderate,Minor,Distracted Driving,Jumping Signal,0,1,27th Main Road,30923,24.27,42.37,0,59.48,89.46
14065,4/9/2023 8:01,HSR Layout,12.979492,77.661579,Sunday,8,Heavy,Overcast,Dry,Truck,Moderate,Serious,Speeding,Overspeeding,0,3,Outer Ring Road,25418,29.77,45.58,0,63.16,51.54
14066,5/30/2023 9:04,Whitefield,13.099879,77.722833,Tuesday,9,Heavy,Cloudy,Wet,Bicycle,Severe,Serious,Drunk Driving,No Helmet,0,3,Marathahalli Bridge,51452,6.01,89.11,0,35.9,62.93
14067,12/25/2023 13:07,Jayanagar,12.83213,77.522371,Monday,13,Moderate,Foggy,Dry,Truck,Severe,Fatal,Drunk Driving,None,2,0,South End Circle,56411,10.41,98.19,0,57.37,52.36
14068,2/3/2023 13:38,Whitefield,13.04706,77.491499,Friday,13,Moderate,Haze,Under Construction,Motorcycle,Moderate,Minor,Ignoring Signal,Jumping Signal,0,2,Marathahalli Bridge,49692,14.36,73.76,0,40.08,92.41
14069,3/28/2023 3:04,Whitefield,12.896085,77.626266,Tuesday,3,Moderate,Clear,Potholes,Truck,Moderate,Minor,Distracted Driving,Jumping Signal,0,2,ITPL Main Road,47918,8.52,72.66,0,56.23,56.72
14070,12/8/2023 1:40,Jayanagar,12.999097,77.652823,Friday,1,Moderate,Cloudy,Wet,Auto Rickshaw,Moderate,Minor,Speeding,No Helmet,0,2,South End Circle,12696,42.74,30,0,62.84,99.64
14071,1/25/2023 9:44,Whitefield,13.040006,77.633391,Wednesday,9,Very Heavy,Foggy,Dry,Bicycle,Severe,Serious,Drunk Driving,Jumping Signal,0,2,ITPL Main Road,26432,34.89,36.58,1,77.34,87.01
14072,5/27/2023 6:57,Indiranagar,12.889217,77.471788,Saturday,6,Light,Cloudy,Wet,Car,Moderate,Minor,Speeding,No Helmet,0,1,CMH Road,39685,17.96,60.95,0,30.84,96.98
14073,3/15/2023 6:55,Indiranagar,12.891142,77.617205,Wednesday,6,Moderate,Haze,Dry,Bus,Minor,Minor,Speeding,No Helmet,0,1,CMH Road,42542,14.65,68.02,0,83.78,83.98
14074,9/26/2023 9:29,Koramangala,13.033636,77.575532,Tuesday,9,Very Heavy,Clear,Wet,Bus,Moderate,Minor,Distracted Driving,None,0,2,Sony World Junction,8503,53.42,30,0,32.21,91.94
14075,4/11/2023 12:53,Koramangala,13.09876,77.669022,Tuesday,12,Light,Overcast,Under Construction,Auto Rickshaw,None,No Injury,Distracted Driving,Overspeeding,0,0,Sony World Junction,37067,21.4,61.35,1,69.47,67.16
14076,5/9/2023 2:21,Whitefield,12.952204,77.520774,Tuesday,2,Moderate,Foggy,Under Construction,Truck,Severe,Serious,Drunk Driving,No Helmet,0,2,Marathahalli Bridge,57148,8.52,91.99,0,76.41,62.54
14077,5/20/2023 1:07,Koramangala,12.912199,77.466429,Saturday,1,Light,Foggy,Under Construction,Bicycle,Moderate,Minor,Distracted Driving,Overspeeding,0,2,Sony World Junction,45990,18.22,80.14,3,51.4,85.74
14078,2/21/2023 23:56,Jayanagar,12.881858,77.468209,Tuesday,23,Light,Cloudy,Dry,Motorcycle,Minor,Minor,Ignoring Signal,No Helmet,0,2,South End Circle,6857,50.3,30,0,60.91,92.84
14079,7/17/2023 18:44,Indiranagar,13.11445,77.492621,Monday,18,Heavy,Raining,Wet,Motorcycle,Minor,Minor,Ignoring Signal,No Helmet,0,2,100 Feet Road,29142,29.25,42.93,1,57.55,58.74
14080,1/2/2023 21:21,Whitefield,12.860378,77.578534,Monday,21,Light,Raining,Potholes,Car,Moderate,Serious,Drunk Driving,Jumping Signal,0,4,Marathahalli Bridge,26378,31.47,46.43,0,44.89,81.97
14081,1/23/2023 18:06,Whitefield,12.914909,77.740643,Monday,18,Heavy,Haze,Potholes,Motorcycle,Moderate,Minor,Ignoring Signal,No Helmet,0,2,ITPL Main Road,18025,43.36,32.87,0,83.5,60.57
